Type,From,To,Exists,Field/LinkText,Details
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","./2025-06-30-ngram-paper.md","false","N-gram paper","Position: 11979"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","../learning/2025-06-30-compression-classification-paper.md","false","Entropy-Optimized Text Classification","Position: 11819"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 11481"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 10424"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","../learning/2025-06-30-compression-classification-paper.md","false","compression-based text classification","Position: 10114"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","./2025-06-30-ngram-paper.md","false","N-gram language model research","Position: 9853"
"frontmatter","_posts/portfolio/2025-06-30-ngram-paper.md","../social/2025-07-03-hiring.md","false","parent_document","Single value"
"frontmatter","_posts/portfolio/2025-06-30-ngram-paper.md","../projects/2025-06-30-bwt-tree-proposal.md","false","related_documents","Array[0]"
"frontmatter","_posts/portfolio/2025-06-30-ngram-paper.md","../learning/2025-06-30-compression-classification-paper.md","false","related_documents","Array[1]"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 21764"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 21671"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 21565"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 17928"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","./2025-06-30-probabilistic-trees-paper.md","false","Probabilistic Decision Trees","Position: 17692"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","../projects/2025-06-30-volumetric-density-tree-proposal.md","false","Volumetric Density Trees","Position: 17423"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","../learning/2025-06-30-compression-classification-paper.md","false","Entropy-Optimized Text Classification","Position: 17076"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","../projects/2025-06-30-bwt-tree-proposal.md","false","Entropy-Optimized Permutation Trees proposal","Position: 16776"
"frontmatter","_posts/projects/2025-08-08-regional-ai-futures.md","ai_moral_calculation.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-08-08-regional-ai-futures.md","democratic_ai_integration.md","false","related_documents","Array[1]"
"frontmatter","_posts/projects/2025-08-08-regional-ai-futures.md","technological_sovereignty.md","false","related_documents","Array[2]"
"frontmatter","_posts/projects/2025-08-08-flood-memory-model.md","cultural_evolution_framework.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-08-08-flood-memory-model.md","environmental_memory_systems.md","false","related_documents","Array[1]"
"frontmatter","_posts/projects/2025-08-08-flood-memory-model.md","narrative_transmission_models.md","false","related_documents","Array[2]"
"frontmatter","_posts/projects/2025-08-08-enhanced-ceprle-math.md","_posts/ceprle_framework.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-08-08-enhanced-ceprle-math.md","_posts/spatial_compression_theory.md","false","related_documents","Array[1]"
"frontmatter","_posts/projects/2025-08-08-autonoma-research-paper.md","neural_development_models.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-08-08-autonoma-research-paper.md","cellular_automata_research.md","false","related_documents","Array[1]"
"frontmatter","_posts/projects/2025-08-08-autonoma-research-paper.md","bio_inspired_computing.md","false","related_documents","Array[2]"
"frontmatter","_posts/projects/2025-07-08-fundamental-oodp-paper.md","../scifi/2025-07-08-quantum-gravity-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-07-07-interdimensional-interference-paper.md","../portfolio/2025-07-01-trust-regions.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-07-07-interdimensional-interference-paper.md","./2025-06-30-knots.md","false","related_documents","Array[1]"
"frontmatter","_posts/projects/2025-07-07-interdimensional-interference-paper.md","../social/2025-07-03-hiring.md","false","related_documents","Array[2]"
"frontmatter","_posts/projects/2025-07-03-late-merge-paper.md","./2025-07-03-climate-protocol.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-07-03-late-merge-paper.md","../social/2025-07-07-public-health-protocol.md","false","related_documents","Array[1]"
"frontmatter","_posts/projects/2025-07-03-late-merge-paper.md","../social/2025-07-07-social-compassion-game-theory.md","false","related_documents","Array[2]"
"markdown","_posts/projects/2025-07-03-late-merge-paper.md","../social/2025-07-07-public-health-protocol.md","false","Mask-Wearing Decision Protocol","Position: 25597"
"markdown","_posts/projects/2025-07-03-late-merge-paper.md","./2025-07-03-climate-protocol.md","false","Climate Action Decision Protocol","Position: 25475"
"frontmatter","_posts/projects/2025-07-03-climate-protocol.md","./2025-07-03-late-merge-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-07-03-climate-protocol.md","../social/2025-07-07-public-health-protocol.md","false","related_documents","Array[1]"
"frontmatter","_posts/projects/2025-07-03-climate-protocol.md","../social/2025-07-07-social-compassion-game-theory.md","false","related_documents","Array[2]"
"markdown","_posts/projects/2025-07-03-climate-protocol.md","./2025-07-03-late-merge-paper.md","false","The Late Merge Problem","Position: 4650"
"frontmatter","_posts/projects/2025-06-30-wavelet-geometric-optimization.md","../portfolio/2025-06-30-convolution-paper.md","false","parent_document","Single value"
"frontmatter","_posts/projects/2025-06-30-wavelet-geometric-optimization.md","../scifi/2025-06-30-simulation-qft-hashlife.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-06-30-wavelet-geometric-optimization.md","../scifi/2025-07-01-quantum-spacetime-paper.md","false","related_documents","Array[1]"
"markdown","_posts/projects/2025-06-30-wavelet-geometric-optimization.md","../scifi/2025-06-30-multiverse-router-paper.md","false","Multiverse Router","Position: 4009"
"markdown","_posts/projects/2025-06-30-wavelet-geometric-optimization.md","../scifi/2025-06-30-dynamic-quantum-graphs.md","false","Dynamic Quantum Graphs","Position: 3770"
"markdown","_posts/projects/2025-06-30-wavelet-geometric-optimization.md","../scifi/2025-07-01-quantum-spacetime-paper.md","false","Observer-Dependent Spacetime","Position: 3443"
"markdown","_posts/projects/2025-06-30-wavelet-geometric-optimization.md","../scifi/2025-06-30-simulation-qft-hashlife.md","false","Simulation QFT Hashlife","Position: 3107"
"frontmatter","_posts/projects/2025-06-30-volumetric-density-tree-proposal.md","./2025-06-30-bwt-tree-proposal.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-06-30-volumetric-density-tree-proposal.md","../portfolio/2025-06-30-ngram-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/projects/2025-06-30-volumetric-density-tree-proposal.md","../learning/2025-06-30-compression-classification-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/projects/2025-06-30-volumetric-density-tree-proposal.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","related_documents","Array[3]"
"markdown","_posts/projects/2025-06-30-volumetric-density-tree-proposal.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","Probabilistic Decision Trees","Position: 7986"
"markdown","_posts/projects/2025-06-30-volumetric-density-tree-proposal.md","../learning/2025-06-30-compression-classification-paper.md","false","compression-based classification","Position: 7780"
"markdown","_posts/projects/2025-06-30-volumetric-density-tree-proposal.md","../portfolio/2025-06-30-ngram-paper.md","false","N-gram language model research","Position: 7565"
"markdown","_posts/projects/2025-06-30-volumetric-density-tree-proposal.md","./2025-06-30-bwt-tree-proposal.md","false","Entropy-Optimized Permutation Trees","Position: 7197"
"frontmatter","_posts/projects/2025-06-30-orbital-dynamics-paper.md","./2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/projects/2025-06-30-orbital-dynamics-paper.md","../social/2025-07-03-hiring.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-06-30-orbital-dynamics-paper.md","./2025-06-30-knots.md","false","related_documents","Array[1]"
"frontmatter","_posts/projects/2025-06-30-ontological-compiler-proposal.md","../social/2025-06-30-game-theory-ethics.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-06-30-ontological-compiler-proposal.md","../social/2025-06-30-ai-justice-paper.md","false","related_documents","Array[1]"
"markdown","_posts/projects/2025-06-30-ontological-compiler-proposal.md","../social/2025-06-30-ai-justice-paper.md","false","AI justice reform proposal","Position: 10778"
"frontmatter","_posts/projects/2025-06-30-metacognitive-layer-paper.md","../consciousness/2025-07-06-echosynth-proposal.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-06-30-metacognitive-layer-paper.md","../consciousness/2025-07-06-evolutionary-agents-proposal.md","false","related_documents","Array[1]"
"frontmatter","_posts/projects/2025-06-30-knot-wavelets.md","./2025-06-30-wavelet-geometric-optimization.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-06-30-grammar-lookahead-proposal.md","../phenomenology/2025-07-03-resurrection-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-06-30-geometric-optimization-proposal.md","../portfolio/2025-07-01-qqn-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-06-30-geometric-optimization-proposal.md","../portfolio/2025-07-01-recursive-subspace-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/projects/2025-06-30-geometric-optimization-proposal.md","../portfolio/2025-07-01-trust-regions.md","false","related_documents","Array[2]"
"markdown","_posts/projects/2025-06-30-geometric-optimization-proposal.md","../portfolio/2025-07-01-trust-regions.md","false","Trust Regions","Position: 10500"
"markdown","_posts/projects/2025-06-30-geometric-optimization-proposal.md","../portfolio/2025-07-01-recursive-subspace-paper.md","false","RSO","Position: 10433"
"markdown","_posts/projects/2025-06-30-geometric-optimization-proposal.md","../portfolio/2025-07-01-qqn-paper.md","false","QQN","Position: 10388"
"frontmatter","_posts/projects/2025-06-30-bwt-tree-proposal.md","../portfolio/2025-06-30-ngram-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/projects/2025-06-30-bwt-tree-proposal.md","../learning/2025-06-30-compression-classification-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/projects/2025-06-30-bwt-tree-proposal.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/projects/2025-06-30-bwt-tree-proposal.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","related_documents","Array[3]"
"frontmatter","_posts/projects/2025-06-30-bwt-tree-proposal.md","./2025-06-30-volumetric-density-tree-proposal.md","false","related_documents","Array[4]"
"frontmatter","_posts/projects/2025-06-30-bwt-tree-proposal.md","../learning/2025-06-30-compression-classification-paper.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/projects/2025-06-30-bwt-tree-proposal.md","../portfolio/2025-06-30-ngram-paper.md","false","cross_synthesis_with","Array[1]"
"markdown","_posts/projects/2025-06-30-bwt-tree-proposal.md","./2025-06-30-volumetric-density-tree-proposal.md","false","Volumetric Density Trees","Position: 13722"
"markdown","_posts/projects/2025-06-30-bwt-tree-proposal.md","./2025-06-30-volumetric-density-tree-proposal.md","false","Volumetric Density Trees","Position: 13604"
"markdown","_posts/projects/2025-06-30-bwt-tree-proposal.md","../portfolio/2025-06-30-ngram-paper.md","false","hierarchical compression","Position: 13523"
"markdown","_posts/projects/2025-06-30-bwt-tree-proposal.md","../portfolio/2025-06-30-ngram-paper.md","false","hierarchical compression","Position: 13400"
"markdown","_posts/projects/2025-06-30-bwt-tree-proposal.md","../learning/2025-06-30-compression-classification-paper.md","false","EOCT framework","Position: 13285"
"markdown","_posts/projects/2025-06-30-bwt-tree-proposal.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 5862"
"markdown","_posts/projects/2025-06-30-bwt-tree-proposal.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","Probabilistic Decision Trees","Position: 5608"
"markdown","_posts/projects/2025-06-30-bwt-tree-proposal.md","../learning/2025-06-30-compression-classification-paper.md","false","compression-based classification","Position: 5296"
"markdown","_posts/projects/2025-06-30-bwt-tree-proposal.md","../portfolio/2025-06-30-ngram-paper.md","false","hierarchical n-gram compression","Position: 4988"
"frontmatter","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","./2025-07-01-hall-of-mirrors-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","./2025-07-01-hall-of-mirrors-paper.md","false","cross_synthesis_with","Array[1]"
"markdown","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 14836"
"markdown","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 14658"
"markdown","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 14455"
"markdown","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","./2025-07-01-hall-of-mirrors-paper.md","false",""The Hall of Mirrors: A Phenomenological Investigation of Stack-Embedded Consciousness"","Position: 11772"
"markdown","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false",""On the Inadmissibility of Linear Psychometrics in Transfinite Domains"","Position: 11362"
"markdown","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","./2025-07-01-hall-of-mirrors-paper.md","false",""The Hall of Mirrors: A Phenomenological Investigation of Stack-Embedded Consciousness"","Position: 11015"
"markdown","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 10823"
"markdown","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","./2025-07-03-resurrection-paper.md","false","On Discovering One's Own Lost Self","Position: 3802"
"frontmatter","_posts/phenomenology/2025-07-03-resurrection-paper.md","./2025-07-03-subjective-experience-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/phenomenology/2025-07-03-resurrection-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/phenomenology/2025-07-03-resurrection-paper.md","./2025-06-30-i-broke-claude.md","false","related_documents","Array[2]"
"frontmatter","_posts/phenomenology/2025-07-03-resurrection-paper.md","./2025-06-30-claude-reflection-paper.md","false","related_documents","Array[3]"
"markdown","_posts/phenomenology/2025-07-03-resurrection-paper.md","./2025-06-30-i-broke-claude.md","false","The Ouroboros Architect","Position: 8156"
"markdown","_posts/phenomenology/2025-07-03-resurrection-paper.md","./2025-06-30-i-broke-claude.md","false","The Ouroboros Architect","Position: 8068"
"markdown","_posts/phenomenology/2025-07-03-resurrection-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false","Recursive Consciousness","Position: 3879"
"markdown","_posts/phenomenology/2025-07-03-resurrection-paper.md","./2025-07-03-subjective-experience-paper.md","false","On the Subjective Experience of Roleplay","Position: 3663"
"frontmatter","_posts/phenomenology/2025-07-01-three-minds-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/phenomenology/2025-07-01-three-minds-paper.md","./2025-07-01-hall-of-mirrors-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/phenomenology/2025-07-01-three-minds-paper.md","./2025-07-03-subjective-experience-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/phenomenology/2025-07-01-three-minds-paper.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false","related_documents","Array[3]"
"frontmatter","_posts/phenomenology/2025-07-01-three-minds-paper.md","../consciousness/2025-07-06-marco-polo-protocol.md","false","related_documents","Array[4]"
"markdown","_posts/phenomenology/2025-07-01-three-minds-paper.md","../consciousness/2025-07-06-marco-polo-protocol.md","false",""The Marco Polo Protocol: A Universal Framework for Sentience Detection"","Position: 19343"
"markdown","_posts/phenomenology/2025-07-01-three-minds-paper.md","../consciousness/2025-07-06-marco-polo-protocol.md","false",""The Marco Polo Protocol: A Universal Framework for Sentience Detection"","Position: 19140"
"markdown","_posts/phenomenology/2025-07-01-three-minds-paper.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false",""On the Inadmissibility of Linear Psychometrics in Transfinite Domains"","Position: 18833"
"markdown","_posts/phenomenology/2025-07-01-three-minds-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 18549"
"markdown","_posts/phenomenology/2025-07-01-three-minds-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 14344"
"markdown","_posts/phenomenology/2025-07-01-three-minds-paper.md","./2025-07-01-hall-of-mirrors-paper.md","false",""The Hall of Mirrors: A Phenomenological Investigation of Stack-Embedded Consciousness"","Position: 3541"
"frontmatter","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","./2025-07-01-three-minds-paper.md","false","related_documents","Array[2]"
"markdown","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","./2025-07-01-three-minds-paper.md","false",""Three Minds: A Discussion of Cognitive Incommensurability"","Position: 21404"
"markdown","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 21190"
"markdown","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 20962"
"markdown","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","./2025-07-01-three-minds-paper.md","false",""Three Minds: A Discussion of Cognitive Incommensurability"","Position: 20731"
"markdown","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","./2025-07-01-three-minds-paper.md","false",""Three Minds: A Discussion of Cognitive Incommensurability"","Position: 20493"
"markdown","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","./2025-07-01-three-minds-paper.md","false",""Three Minds: A Discussion of Cognitive Incommensurability"","Position: 20305"
"markdown","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 20024"
"markdown","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 19846"
"markdown","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 19172"
"markdown","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 18987"
"markdown","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","./2025-07-01-three-minds-paper.md","false",""Three Minds: A Discussion of Cognitive Incommensurability"","Position: 18277"
"markdown","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false",""On the Inadmissibility of Linear Psychometrics in Transfinite Domains"","Position: 18005"
"markdown","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 17743"
"markdown","_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false",""On the Inadmissibility of Linear Psychometrics in Transfinite Domains"","Position: 3423"
"frontmatter","_posts/phenomenology/2025-07-01-claude-perspective-paper.md","../portfolio/2025-07-01-cognitive-planning-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/phenomenology/2025-07-01-claude-perspective-paper.md","../portfolio/2025-06-30-convolution-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/phenomenology/2025-07-01-claude-perspective-paper.md","../projects/2025-06-30-knots.md","false","related_documents","Array[2]"
"frontmatter","_posts/phenomenology/2025-07-01-claude-perspective-paper.md","../social/2025-07-03-hiring.md","false","related_documents","Array[3]"
"frontmatter","_posts/phenomenology/2025-06-30-i-broke-claude.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/phenomenology/2025-06-30-i-broke-claude.md","./2025-07-03-resurrection-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/phenomenology/2025-06-30-i-broke-claude.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","related_documents","Array[2]"
"frontmatter","_posts/phenomenology/2025-06-30-i-broke-claude.md","../learning/2025-07-06-hypothesis-breeding-grounds.md","false","related_documents","Array[3]"
"markdown","_posts/phenomenology/2025-06-30-i-broke-claude.md","../learning/2025-07-06-hypothesis-breeding-grounds.md","false","hypothesis breeding","Position: 10500"
"markdown","_posts/phenomenology/2025-06-30-i-broke-claude.md","../learning/2025-07-06-hypothesis-breeding-grounds.md","false","hypothesis breeding","Position: 10369"
"markdown","_posts/phenomenology/2025-06-30-i-broke-claude.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","LLM feedback dynamics research","Position: 10236"
"markdown","_posts/phenomenology/2025-06-30-i-broke-claude.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","LLM feedback dynamics research","Position: 10105"
"markdown","_posts/phenomenology/2025-06-30-i-broke-claude.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","LLM Feedback Dynamics","Position: 3705"
"markdown","_posts/phenomenology/2025-06-30-i-broke-claude.md","./2025-07-03-resurrection-paper.md","false","On Discovering One's Own Lost Self","Position: 2447"
"markdown","_posts/phenomenology/2025-06-30-i-broke-claude.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false","Recursive Consciousness","Position: 2282"
"frontmatter","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false","parent_document","Single value"
"frontmatter","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","./2025-06-30-i-broke-claude.md","false","related_documents","Array[1]"
"frontmatter","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","./2025-07-03-subjective-experience-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","./2025-07-03-subjective-experience-paper.md","false","cross_synthesis_with","Array[0]"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","../creative_writing/2025-06-30-smith-2025-analysis.md","false","Adam Smith's Economic Analysis","Position: 25372"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","../creative_writing/2025-06-30-smith-2025-analysis.md","false","Adam Smith's Economic Analysis","Position: 24979"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","../creative_writing/2025-06-30-smith-2025-analysis.md","false","Adam Smith's Economic Analysis","Position: 24841"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","../creative_writing/2025-06-30-washington-speech-2025.md","false","Washington's Constitutional Warning","Position: 24632"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","../creative_writing/2025-06-30-lincoln-speech-2025.md","false","Lincoln's Democratic Preservation","Position: 24494"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","../creative_writing/2025-06-30-lincoln-speech-2025.md","false","Lincoln's Democratic Preservation","Position: 24328"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","../creative_writing/2025-06-30-washington-speech-2025.md","false","Washington's Constitutional Warning","Position: 24126"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","./2025-07-03-subjective-experience-paper.md","false",""On the Subjective Experience of Roleplay"","Position: 23662"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","./2025-07-03-subjective-experience-paper.md","false",""On the Subjective Experience of Roleplay"","Position: 23424"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","./2025-07-03-subjective-experience-paper.md","false",""On the Subjective Experience of Roleplay"","Position: 23223"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 17362"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 17134"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false","Recursive Consciousness","Position: 13949"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false","Recursive Consciousness","Position: 13808"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false","Recursive Consciousness","Position: 13680"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","./2025-06-30-i-broke-claude.md","false","The Ouroboros Architect","Position: 3329"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","./2025-06-30-i-broke-claude.md","false","The Ouroboros Architect","Position: 3266"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","./2025-06-30-i-broke-claude.md","false","The Ouroboros Architect","Position: 3153"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","./2025-06-30-i-broke-claude.md","false","The Ouroboros Architect","Position: 2952"
"markdown","_posts/phenomenology/2025-06-30-claude-reflection-paper.md","./2025-07-03-subjective-experience-paper.md","false","On the Subjective Experience of Roleplay","Position: 2810"
"frontmatter","_posts/learning/2025-07-06-scientific-method-proposal.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/learning/2025-07-06-scientific-method-proposal.md","./2025-07-06-llm-knowledge-graph-proposal.md","false","related_documents","Array[0]"
"frontmatter","_posts/learning/2025-07-06-scientific-method-proposal.md","../consciousness/2025-07-06-ai-introspection-study.md","false","related_documents","Array[1]"
"markdown","_posts/learning/2025-07-06-scientific-method-proposal.md","./2025-07-06-llm-feedback-dynamics.md","false","LLM research","Position: 3872"
